City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Dubuque,US,2022-02-06 16:42:57,42.4833,-90.8668,33.62,61,0,10.36
296,Phuket,TH,2022-02-06 16:46:07,8.0,98.25,79.02,83,20,2.3
297,Along,IN,2022-02-06 16:43:02,28.1667,94.7667,48.94,97,69,0.58
298,Los Llanos De Aridane,ES,2022-02-06 16:42:05,28.6585,-17.9182,67.12,64,20,15.99
299,Paciran,ID,2022-02-06 16:46:08,-6.8767,112.3761,78.35,90,100,8.99
300,Saint-Leu,RE,2022-02-06 16:46:09,-21.15,55.2833,79.66,77,100,2.73
301,Buraydah,SA,2022-02-06 16:46:10,26.326,43.975,59.45,34,0,7.43
302,Tessalit,ML,2022-02-06 16:46:10,20.1986,1.0114,78.82,7,0,4.12
303,Broome,US,2022-02-06 16:46:12,42.2506,-75.833,26.1,64,0,4.0
304,Conde,BR,2022-02-06 16:46:12,-7.2597,-34.9075,87.26,55,20,11.5
305,Ahipara,NZ,2022-02-06 16:46:07,-35.1667,173.1667,72.09,98,100,8.12
306,Athabasca,CA,2022-02-06 16:43:53,54.7169,-113.2854,35.42,80,100,12.84
307,Sisimiut,GL,2022-02-06 16:46:14,66.9395,-53.6735,0.01,90,100,7.56
308,Inhambane,MZ,2022-02-06 16:46:14,-23.865,35.3833,80.58,83,40,9.22
309,Teya,RU,2022-02-06 16:46:15,60.3778,92.6267,10.13,98,100,0.98
310,Uruacu,BR,2022-02-06 16:46:16,-14.5247,-49.1408,81.73,71,76,4.92
311,Boguchany,RU,2022-02-06 16:46:17,58.3814,97.4531,11.55,99,100,2.57
312,Ginda,IN,2022-02-06 16:46:18,30.6945,78.4932,38.37,62,64,3.69
313,Rio Pardo De Minas,BR,2022-02-06 16:46:18,-15.6097,-42.5397,71.6,89,100,4.72
314,Cascais,PT,2022-02-06 16:46:19,38.6979,-9.4215,67.6,43,0,4.0
315,Tilichiki,RU,2022-02-06 16:46:19,60.4667,166.1,-13.65,86,62,9.66
316,Lazarev,RU,2022-02-06 16:46:20,52.225,141.5131,1.18,89,100,6.2
317,Tautira,PF,2022-02-06 16:46:20,-17.7333,-149.15,78.82,75,58,22.06
318,Karasjok,NO,2022-02-06 16:46:21,69.4719,25.5112,24.91,97,100,5.99
319,Tarazona,ES,2022-02-06 16:46:22,41.9,-1.7333,51.62,49,98,10.16
320,Husavik,IS,2022-02-06 16:46:23,66.0449,-17.3389,26.51,87,100,11.25
321,Halmstad,SE,2022-02-06 16:46:24,56.6745,12.8568,36.9,91,75,20.71
322,Lakes Entrance,AU,2022-02-06 16:47:24,-37.8811,147.981,52.57,90,4,6.98
323,Abdulino,RU,2022-02-06 16:47:25,53.7,53.6667,11.12,97,100,2.44
324,Plettenberg Bay,ZA,2022-02-06 16:45:02,-34.0527,23.3716,76.12,67,75,0.96
325,Hirara,JP,2022-02-06 16:47:25,24.8,125.2833,64.13,66,93,16.4
326,Zwedru,LR,2022-02-06 16:47:26,6.0667,-8.1281,94.86,31,78,5.21
327,Franca,BR,2022-02-06 16:47:27,-20.5386,-47.4008,68.77,91,100,3.69
328,Cayenne,GF,2022-02-06 16:47:27,4.9333,-52.3333,83.08,82,75,4.0
329,Sena Madureira,BR,2022-02-06 16:47:28,-9.0656,-68.6569,77.0,82,100,3.33
330,Potamia,GR,2022-02-06 16:47:28,40.7163,24.7286,49.64,64,0,2.39
331,Alihe,CN,2022-02-06 16:47:29,50.5667,123.7167,-5.76,97,64,2.95
332,Sanjwal,PK,2022-02-06 16:47:30,33.7608,72.4336,56.95,49,100,3.18
333,Varkaus,FI,2022-02-06 16:47:30,62.3153,27.873,30.31,95,100,13.04
334,Krasnoselkup,RU,2022-02-06 16:45:26,65.7,82.4667,-19.71,100,59,7.43
335,Lebanon,US,2022-02-06 16:45:23,36.2081,-86.2911,45.18,61,0,12.66
336,Quesnel,CA,2022-02-06 16:43:22,52.9999,-122.5029,39.7,70,100,9.22
337,Salym,RU,2022-02-06 16:45:25,60.0625,71.4789,13.77,95,99,6.64
338,Leningradskiy,RU,2022-02-06 16:47:32,69.3833,178.4167,-22.5,98,14,6.02
339,Necochea,AR,2022-02-06 16:47:34,-38.5473,-58.7368,63.03,74,95,19.86
340,Salalah,OM,2022-02-06 16:47:15,17.0151,54.0924,77.09,78,0,2.3
341,Kovur,IN,2022-02-06 16:47:35,14.4833,79.9833,72.99,73,94,6.85
342,Hofn,IS,2022-02-06 16:47:35,64.2539,-15.2082,32.02,47,0,17.27
343,Albion,US,2022-02-06 16:42:44,42.2431,-84.753,28.65,59,0,6.91
344,Opuwo,NA,2022-02-06 16:47:36,-18.0607,13.84,78.96,31,99,4.38
345,Brae,GB,2022-02-06 16:47:37,60.3964,-1.353,37.31,59,100,30.4
346,Ponta Delgada,PT,2022-02-06 16:46:47,37.7333,-25.6667,65.5,88,75,16.11
347,Lorengau,PG,2022-02-06 16:47:38,-2.0226,147.2712,81.52,79,97,6.11
348,Fez,MA,2022-02-06 16:45:35,34.0372,-4.9998,68.11,42,40,8.05
349,Saint-Pierre,RE,2022-02-06 16:47:39,-21.3393,55.4781,80.28,78,0,5.75
350,Poltavka,RU,2022-02-06 16:47:40,54.3663,71.7632,0.18,91,41,7.52
351,Aksarka,RU,2022-02-06 16:47:41,66.5606,67.7975,-17.32,100,53,6.15
352,Vaxjo,SE,2022-02-06 16:47:41,56.8777,14.8091,33.85,100,100,6.91
353,Shagonar,RU,2022-02-06 16:47:42,51.5333,92.8,-20.94,98,72,2.66
354,Tabuk,PH,2022-02-06 16:47:43,17.4189,121.4443,68.94,95,97,1.52
355,Axim,GH,2022-02-06 16:47:43,4.8699,-2.2405,81.84,71,92,10.71
356,Kroya,ID,2022-02-06 16:47:44,-7.6331,109.2461,80.19,88,100,5.53
357,Otatitlan,MX,2022-02-06 16:47:44,18.2,-96.0333,65.48,61,90,1.74
358,Seondha,IN,2022-02-06 16:47:45,26.1578,78.7797,55.92,55,0,5.28
359,Indianola,US,2022-02-06 16:45:52,41.3581,-93.5574,41.56,64,12,10.98
360,Sitka,US,2022-02-06 16:47:46,57.0531,-135.33,44.49,81,100,20.71
361,Brigantine,US,2022-02-06 16:47:47,39.4101,-74.3646,35.02,61,0,12.66
362,Salinopolis,BR,2022-02-06 16:46:41,-0.6136,-47.3561,80.42,86,100,9.15
363,Ca Mau,VN,2022-02-06 16:47:48,9.1769,105.15,79.81,70,92,10.49
364,Xuddur,SO,2022-02-06 16:47:49,4.1213,43.8894,81.81,22,34,10.56
365,Saint-Augustin,CA,2022-02-06 16:43:09,51.226,-58.6502,-2.24,69,16,16.6
366,Bhusawal,IN,2022-02-06 16:47:49,21.05,75.7667,72.59,25,0,7.81
367,Biak,ID,2022-02-06 16:47:50,-0.9131,122.8766,75.99,82,91,1.95
368,Pimentel,PE,2022-02-06 16:48:50,-6.8367,-79.9342,79.09,57,75,9.22
369,Dustlik,UZ,2022-02-06 16:48:51,40.5247,68.0358,41.4,70,95,9.24
370,Yerbogachen,RU,2022-02-06 16:45:38,61.2767,108.0108,-15.66,100,92,2.33
371,Bathsheba,BB,2022-02-06 16:48:35,13.2167,-59.5167,84.81,61,40,17.27
372,Panaba,MX,2022-02-06 16:48:52,21.2833,-88.2667,79.75,57,28,11.92
373,Ballitoville,ZA,2022-02-06 16:48:53,-29.539,31.2144,77.25,73,75,2.3
374,Magdiwang,PH,2022-02-06 16:48:53,12.491,122.5135,78.15,83,36,16.04
375,Namatanai,PG,2022-02-06 16:48:54,-3.6667,152.4333,79.72,82,76,4.12
376,Rawah,IQ,2022-02-06 16:48:55,34.4816,41.9093,53.56,48,36,4.79
377,Alice Springs,AU,2022-02-06 16:48:55,-23.7,133.8833,62.15,94,0,2.3
378,Mapiri,BO,2022-02-06 16:48:56,-15.25,-68.1667,67.5,100,100,1.77
379,Klaksvik,FO,2022-02-06 16:48:56,62.2266,-6.589,36.52,61,87,37.51
380,Maraial,BR,2022-02-06 16:48:57,-8.7825,-35.8089,97.02,25,70,8.75
381,Hasaki,JP,2022-02-06 16:48:57,35.7333,140.8333,23.4,39,0,24.81
382,Fort Dodge,US,2022-02-06 16:48:58,42.4975,-94.168,35.74,80,75,13.8
383,Padang,ID,2022-02-06 16:48:59,-0.9492,100.3543,77.92,75,100,2.64
384,Viedma,AR,2022-02-06 16:49:00,-40.8135,-62.9967,72.81,31,15,7.31
385,Kuching,MY,2022-02-06 16:49:00,1.55,110.3333,75.42,100,40,3.44
386,Nara,JP,2022-02-06 16:49:01,34.6851,135.8049,38.48,62,12,4.63
387,Gwadar,PK,2022-02-06 16:49:01,25.1216,62.3254,72.19,82,0,11.48
388,Nantucket,US,2022-02-06 16:49:02,41.2835,-70.0995,32.09,62,0,6.91
389,Nishihara,JP,2022-02-06 16:49:03,26.1842,127.7558,58.28,63,75,9.22
390,Ixtapa,MX,2022-02-06 16:49:03,20.7,-105.2,82.58,39,25,4.52
391,Kamina,CD,2022-02-06 16:49:04,-8.7386,24.9906,66.22,95,96,4.09
392,Provideniya,RU,2022-02-06 16:49:05,64.3833,-173.3,-3.46,80,0,7.74
393,Pozo Colorado,PY,2022-02-06 16:49:05,-23.4923,-58.7972,92.97,27,2,10.92
394,Teguldet,RU,2022-02-06 16:49:06,57.3064,88.1667,14.13,90,100,5.79
395,Bud,US,2022-02-06 16:49:07,39.447,-86.1758,33.75,66,4,9.37
396,Portland,US,2022-02-06 16:44:10,45.5234,-122.6762,44.2,85,100,8.99
397,Zalantun,CN,2022-02-06 16:49:07,48.0,122.7167,1.8,75,37,6.13
398,Diffa,NE,2022-02-06 16:49:08,13.3154,12.6113,73.92,13,0,9.24
399,Vila Franca Do Campo,PT,2022-02-06 16:48:39,37.7167,-25.4333,65.19,85,75,13.89
400,Tecoanapa,MX,2022-02-06 16:49:09,16.5167,-98.75,82.78,51,1,5.82
401,Dunedin,NZ,2022-02-06 16:46:58,-45.8742,170.5036,50.81,80,24,3.04
402,Severo-Kurilsk,RU,2022-02-06 16:49:09,50.6789,156.125,30.33,83,100,14.74
403,Zholymbet,KZ,2022-02-06 16:49:10,51.7433,71.7122,2.73,80,9,5.99
404,Nampa,US,2022-02-06 16:46:40,43.5407,-116.5635,31.68,85,0,6.91
405,Kenora,CA,2022-02-06 16:49:11,49.8167,-94.4337,1.38,84,20,8.05
406,Burnie,AU,2022-02-06 16:49:11,-41.0667,145.9167,60.94,76,62,11.03
407,Zhanaozen,KZ,2022-02-06 16:49:12,43.3,52.8,30.67,68,66,8.08
408,Sarangani,PH,2022-02-06 16:48:00,5.4033,125.4636,81.32,78,74,27.85
409,Cozumel,MX,2022-02-06 16:49:12,20.5083,-86.9458,75.27,93,100,3.0
410,Vao,NC,2022-02-06 16:49:13,-22.6667,167.4833,79.72,85,89,1.9
411,Manicore,BR,2022-02-06 16:49:14,-5.8092,-61.3003,91.67,52,61,1.5
412,Belmonte,BR,2022-02-06 16:49:14,-15.8631,-38.8828,84.7,60,43,8.72
413,Cap Malheureux,MU,2022-02-06 16:49:15,-19.9842,57.6142,81.09,80,60,5.99
414,Dicabisagan,PH,2022-02-06 16:49:16,17.0818,122.4157,73.65,90,100,11.95
415,Gasa,PS,2022-02-06 16:46:19,31.5,34.4667,57.18,71,1,5.57
416,Roma,US,2022-02-06 16:50:17,43.2128,-75.4557,27.43,56,73,5.01
417,Thouars,FR,2022-02-06 16:50:18,46.976,-0.2151,53.37,85,100,21.05
418,Manakara,MG,2022-02-06 16:50:19,-22.1333,48.0167,78.26,93,100,14.97
419,Yaan,NG,2022-02-06 16:50:19,7.3833,8.5667,94.46,10,41,3.11
420,Tecalitlan,MX,2022-02-06 16:46:11,19.4667,-103.3,68.45,22,1,1.72
421,Shaki,AZ,2022-02-06 16:50:20,41.0833,47.1667,34.59,39,62,4.47
422,Gamba,GA,2022-02-06 16:50:20,-2.65,10.0,80.73,75,41,6.33
423,Hobyo,SO,2022-02-06 16:50:21,5.3505,48.5268,76.98,69,32,13.98
424,Ust-Koksa,RU,2022-02-06 16:50:21,50.2696,85.6108,-1.95,77,10,1.21
425,Dinar,TR,2022-02-06 16:50:22,38.065,30.1656,33.76,79,4,4.09
426,Kalmunai,LK,2022-02-06 16:50:22,7.4167,81.8167,76.8,79,97,7.63
427,Te Anau,NZ,2022-02-06 16:50:07,-45.4167,167.7167,39.52,94,3,1.57
428,Wattegama,LK,2022-02-06 16:50:23,6.7989,81.4808,71.35,79,100,4.36
429,Palana,RU,2022-02-06 16:50:24,59.1167,159.9667,8.46,78,44,10.92
430,Ilam,NP,2022-02-06 16:50:24,26.9167,87.9167,48.11,87,96,0.49
431,Luganville,VU,2022-02-06 16:50:25,-15.5333,167.1667,76.98,89,100,5.35
432,Tulsipur,NP,2022-02-06 16:50:25,28.131,82.2973,49.35,87,0,3.09
433,Palmer,US,2022-02-06 16:50:26,42.1584,-72.3287,25.02,45,20,1.99
434,Pandan,PH,2022-02-06 16:50:26,14.0453,124.1694,77.25,84,60,16.55
435,Albertville,US,2022-02-06 16:50:27,34.2676,-86.2089,47.28,50,0,3.0
436,Erenhot,CN,2022-02-06 16:50:27,43.6475,111.9767,2.82,88,7,6.64
437,Udachnyy,RU,2022-02-06 16:50:28,66.4167,112.4,-15.56,82,99,3.27
438,Nongstoin,IN,2022-02-06 16:50:29,25.5167,91.2667,41.31,93,8,3.65
439,Qaqortoq,GL,2022-02-06 16:49:53,60.7167,-46.0333,7.3,59,100,6.53
440,Ibra,OM,2022-02-06 16:50:29,22.6906,58.5334,71.02,31,0,5.17
441,Haines Junction,CA,2022-02-06 16:50:30,60.7522,-137.5108,33.75,75,83,12.66
442,Grand Gaube,MU,2022-02-06 16:50:30,-20.0064,57.6608,81.0,80,59,5.99
443,Gloucester,GB,2022-02-06 16:50:31,51.8657,-2.2431,49.46,77,40,16.11
444,Omsukchan,RU,2022-02-06 16:50:31,62.5333,155.8,-16.69,65,0,2.57
445,Synya,RU,2022-02-06 16:50:32,65.3718,58.0387,-7.24,100,67,3.15
446,Caravelas,BR,2022-02-06 16:50:32,-17.7125,-39.2481,86.36,56,0,10.92
447,Sao Joao Da Barra,BR,2022-02-06 16:50:33,-21.6403,-41.0511,87.89,80,7,15.68
448,Jiangkou,CN,2022-02-06 16:50:34,25.4872,119.1986,46.29,81,100,11.34
449,Marshfield,US,2022-02-06 16:50:34,44.6689,-90.1718,26.44,86,100,6.91
450,Skibbereen,IE,2022-02-06 16:50:35,51.55,-9.2667,51.12,81,86,20.96
451,Kadan,CZ,2022-02-06 16:50:36,50.3833,13.2667,42.12,94,100,24.92
452,Chokwe,MZ,2022-02-06 16:50:36,-24.5333,32.9833,77.23,71,36,12.66
453,Barsovo,RU,2022-02-06 16:50:37,61.1667,73.1667,0.01,95,40,10.18
454,Noumea,NC,2022-02-06 16:48:33,-22.2763,166.4572,75.18,90,100,3.24
455,Kyshtovka,RU,2022-02-06 16:50:38,56.555,76.6271,3.58,90,100,4.94
456,Kamenka,RU,2022-02-06 16:50:38,51.3223,42.7678,22.75,97,100,6.08
457,La Ronge,CA,2022-02-06 16:48:11,55.1001,-105.2842,-9.15,70,75,8.05
458,Ken Caryl,US,2022-02-06 16:45:57,39.5773,-105.1169,34.81,54,92,1.01
459,Shakawe,BW,2022-02-06 16:50:39,-18.3667,21.85,74.46,63,64,10.71
460,Pimenta Bueno,BR,2022-02-06 16:50:40,-11.6725,-61.1936,86.88,64,54,3.78
461,Nong Kung Si,TH,2022-02-06 16:50:40,16.65,103.3,77.58,99,55,3.0
462,Ostersund,SE,2022-02-06 16:50:41,63.1792,14.6357,21.65,86,0,5.75
463,Aklavik,CA,2022-02-06 16:50:42,68.2191,-135.0107,-14.8,76,75,12.66
464,Kasongo-Lunda,CD,2022-02-06 16:51:43,-6.4667,16.8167,72.16,93,90,2.24
465,Wuwei,CN,2022-02-06 16:51:43,37.9281,102.6414,13.08,96,99,1.92
466,Naryan-Mar,RU,2022-02-06 16:51:44,67.6713,53.087,9.28,84,82,17.02
467,Pahrump,US,2022-02-06 16:51:44,36.2083,-115.9839,56.32,23,0,1.39
468,Ibotirama,BR,2022-02-06 16:50:48,-12.1853,-43.2206,85.21,56,93,4.52
469,Batagay,RU,2022-02-06 16:51:45,67.6333,134.6333,-35.48,97,100,1.21
470,Mitu,CO,2022-02-06 16:51:46,1.1983,-70.1733,87.73,55,56,2.68
471,Rabo De Peixe,PT,2022-02-06 16:51:47,37.8,-25.5833,63.28,90,75,16.11
472,Pitimbu,BR,2022-02-06 16:51:47,-7.4706,-34.8086,88.39,55,63,10.02
473,Ternate,ID,2022-02-06 16:51:48,0.8,127.4,80.51,80,100,8.14
474,Moroni,KM,2022-02-06 16:51:48,-11.7022,43.2551,84.2,79,20,4.61
475,Adrar,MR,2022-02-06 16:51:49,20.5022,-10.0711,83.46,6,0,8.79
476,Henties Bay,NA,2022-02-06 16:51:49,-22.116,14.2845,71.85,80,82,7.7
477,Littleton,US,2022-02-06 16:50:46,39.6133,-105.0166,36.5,53,20,1.99
478,Tommot,RU,2022-02-06 16:51:50,58.9564,126.2925,-25.24,99,66,2.24
479,Chumikan,RU,2022-02-06 16:51:51,54.7183,135.315,-8.99,87,92,9.69
480,Denpasar,ID,2022-02-06 16:50:14,-8.65,115.2167,78.46,94,20,2.3
481,Paamiut,GL,2022-02-06 16:51:52,61.994,-49.6678,4.87,75,100,9.19
482,Svetlyy,RU,2022-02-06 16:51:52,54.675,20.1347,41.05,95,100,16.82
483,Constantine,DZ,2022-02-06 16:51:53,36.365,6.6147,54.81,62,20,9.22
484,San Andres,CO,2022-02-06 16:51:54,12.5847,-81.7006,84.22,58,20,11.5
485,Oyem,GA,2022-02-06 16:51:54,1.5995,11.5793,85.08,27,9,1.23
486,Jutai,BR,2022-02-06 16:51:55,-5.1833,-68.9,88.2,53,90,4.29
487,Selcuk,TR,2022-02-06 16:51:55,37.9514,27.3685,55.02,64,8,2.57
488,Flin Flon,CA,2022-02-06 16:51:56,54.7682,-101.865,-14.96,70,75,3.44
489,Dabakala,CI,2022-02-06 16:51:57,8.3667,-4.4333,97.03,11,11,3.74
490,San Juan,AR,2022-02-06 16:48:01,-31.5375,-68.5364,78.69,32,0,7.72
491,Marsa Matruh,EG,2022-02-06 16:51:57,31.3525,27.2453,61.0,67,0,11.5
492,Awbari,LY,2022-02-06 16:51:58,26.5921,12.7805,62.92,17,38,9.82
493,San Quintin,MX,2022-02-06 16:51:58,30.4833,-115.95,60.62,32,1,0.58
494,Kamen-Na-Obi,RU,2022-02-06 16:51:59,53.7884,81.3423,-1.55,99,25,2.35
495,Nortelandia,BR,2022-02-06 16:52:00,-14.4547,-56.8028,84.74,73,99,4.0
496,Launceston,AU,2022-02-06 16:52:00,-41.45,147.1667,56.84,76,100,5.75
497,Imbituva,BR,2022-02-06 16:52:01,-25.23,-50.6044,80.98,48,76,3.98
498,Baruun-Urt,MN,2022-02-06 16:50:35,46.6806,113.2792,-0.24,89,11,6.73
499,Prince Rupert,CA,2022-02-06 16:52:02,54.3161,-130.3201,46.49,76,100,20.71
500,Kudahuvadhoo,MV,2022-02-06 16:52:03,2.6708,72.8944,82.17,65,54,11.27
501,Lavrentiya,RU,2022-02-06 16:49:56,65.5833,-171.0,-12.64,93,5,6.2
502,Ugoofaaru,MV,2022-02-06 16:52:03,5.6667,73.0,81.55,65,95,11.36
503,Jalu,LY,2022-02-06 16:52:04,29.0331,21.5482,63.12,25,4,3.49
504,Jagtial,IN,2022-02-06 16:52:05,18.8,78.9333,69.48,29,8,2.89
505,Moosomin,CA,2022-02-06 16:52:06,50.1333,-101.6677,-5.51,91,14,2.55
506,Port Macquarie,AU,2022-02-06 16:47:06,-31.4333,152.9167,62.56,78,83,12.12
507,Mamallapuram,IN,2022-02-06 16:52:06,12.6264,80.1722,81.05,72,86,10.04
508,Magadan,RU,2022-02-06 16:52:07,59.5667,150.8,3.09,62,16,11.65
509,Bilma,NE,2022-02-06 16:52:07,18.6853,12.9164,70.41,11,0,9.13
510,Katangli,RU,2022-02-06 16:53:08,51.7102,143.2326,4.26,88,100,13.87
511,Anadyr,RU,2022-02-06 16:53:09,64.75,177.4833,-14.3,76,0,8.95
512,Rincon,US,2022-02-06 16:53:09,32.296,-81.2354,43.86,77,97,1.01
513,Mandalgovi,MN,2022-02-06 16:53:10,45.7625,106.2708,5.27,65,2,6.2
514,Bajil,YE,2022-02-06 16:53:10,15.0584,43.2851,75.85,72,98,11.14
515,Rapid Valley,US,2022-02-06 16:53:11,44.0625,-103.1463,40.37,58,100,3.0
516,Cabedelo,BR,2022-02-06 16:53:12,-6.9811,-34.8339,88.47,57,37,10.45
517,Payo,ID,2022-02-06 16:53:12,-3.7508,103.6372,72.63,96,100,2.77
518,Venado Tuerto,AR,2022-02-06 16:53:13,-33.7456,-61.9688,75.78,34,0,12.82
519,Huayang,CN,2022-02-06 16:53:14,34.4155,109.9939,18.82,85,100,3.47
520,San Matias,BO,2022-02-06 16:53:14,-16.3667,-58.4,89.29,56,97,7.0
521,Airai,TL,2022-02-06 16:53:15,-8.9266,125.4092,61.59,92,68,0.96
522,Ponazyrevo,RU,2022-02-06 16:53:16,58.3578,46.3142,16.41,95,98,2.71
523,Barcelos,PT,2022-02-06 16:53:17,41.5388,-8.6151,60.91,61,33,4.56
524,Sioux Lookout,CA,2022-02-06 16:53:18,50.1001,-91.917,3.27,72,40,3.44
525,Yarovoye,RU,2022-02-06 16:53:18,52.9273,78.58,-1.28,96,21,5.97
526,Konigs Wusterhausen,DE,2022-02-06 16:53:18,52.3014,13.633,43.45,89,75,28.77
527,Stornoway,GB,2022-02-06 16:53:19,58.2093,-6.3865,37.36,74,40,5.99
528,Olafsvik,IS,2022-02-06 16:53:20,64.8945,-23.7142,28.58,71,83,16.11
529,Ardalstangen,NO,2022-02-06 16:53:20,61.2371,7.6983,35.1,98,100,5.97
530,Chongwe,ZM,2022-02-06 16:53:21,-15.3292,28.682,62.42,98,97,2.95
531,Nuuk,GL,2022-02-06 16:53:22,64.1835,-51.7216,-1.41,74,100,11.65
532,Auki,SB,2022-02-06 16:53:22,-8.7676,160.7034,78.71,88,100,7.74
533,Rach Gia,VN,2022-02-06 16:53:23,10.0167,105.0833,78.75,69,98,7.74
534,Kuala Terengganu,MY,2022-02-06 16:53:23,5.3302,103.1408,80.55,89,40,10.36
535,Safaga,EG,2022-02-06 16:53:24,26.7292,33.9365,64.35,50,0,14.56
536,La Serena,CL,2022-02-06 16:52:56,-29.9078,-71.2542,67.51,72,75,10.36
537,Yulara,AU,2022-02-06 16:49:13,-25.2406,130.9889,71.44,40,0,5.75
538,Portobelo,PA,2022-02-06 16:53:25,9.55,-79.65,89.62,70,20,11.21
539,Cody,US,2022-02-06 16:53:07,44.5263,-109.0565,35.82,40,0,12.66
540,Gunjur,GM,2022-02-06 16:53:25,13.2019,-16.7339,100.47,37,0,4.61
541,Tecate,MX,2022-02-06 16:53:26,32.5667,-116.6333,64.54,29,0,5.06
542,Kattivakkam,IN,2022-02-06 16:53:26,13.2167,80.3167,81.07,77,98,9.35
543,Bambous Virieux,MU,2022-02-06 16:53:27,-20.3428,57.7575,80.85,83,75,9.22
544,Aquiraz,BR,2022-02-06 16:53:28,-3.9014,-38.3911,87.89,63,69,10.22
545,Hualmay,PE,2022-02-06 16:53:28,-11.0964,-77.6139,74.53,70,97,9.57
546,Portsmouth,GB,2022-02-06 16:52:34,50.799,-1.0913,52.39,86,79,11.99
547,Ukiah,US,2022-02-06 16:53:29,39.1502,-123.2078,56.37,75,0,0.0
548,Komsomolskiy,UZ,2022-02-06 16:53:29,40.4272,71.7189,41.72,81,75,11.5
549,Darnah,LY,2022-02-06 16:53:30,32.767,22.6367,60.22,68,2,12.19
550,Yenagoa,NG,2022-02-06 16:53:31,4.9247,6.2642,89.37,46,2,12.19
551,Martapura,ID,2022-02-06 16:53:31,-3.4167,114.85,77.09,94,100,2.3
552,Harper,LR,2022-02-06 16:53:32,4.375,-7.7169,82.9,69,84,10.49
553,Turukhansk,RU,2022-02-06 16:53:32,65.8167,87.9833,-13.5,100,92,3.18
554,Avera,US,2022-02-06 16:53:33,33.194,-82.5271,46.9,47,61,11.32
555,Fukue,JP,2022-02-06 16:53:34,32.6881,128.8419,44.67,59,95,17.07
556,Alappuzha,IN,2022-02-06 16:53:34,9.49,76.3264,79.23,74,72,6.08
557,Deputatskiy,RU,2022-02-06 16:50:33,69.3,139.9,-33.66,99,81,4.45
558,Harbour Breton,CA,2022-02-06 16:54:35,47.4833,-55.7983,23.0,57,50,20.67
559,Tammisaari,FI,2022-02-06 16:54:35,59.9736,23.4339,35.67,96,70,8.16
560,Cockburn Town,TC,2022-02-06 16:54:36,21.4612,-71.1419,80.56,47,40,16.11
561,Tiarei,PF,2022-02-06 16:54:37,-17.5333,-149.3333,78.82,75,31,23.0
562,Salima,MW,2022-02-06 16:54:38,-13.7804,34.4587,69.96,92,40,1.99
563,Arlit,NE,2022-02-06 16:54:38,18.7369,7.3853,77.61,6,0,8.43
564,Aswan,EG,2022-02-06 16:54:13,24.0934,32.907,69.1,22,0,9.22
565,Halifax,CA,2022-02-06 16:53:49,44.6453,-63.5724,19.0,75,0,4.0
566,Nicolas Bravo,MX,2022-02-06 16:54:39,18.45,-88.9167,76.89,66,96,3.47
567,Beachwood,US,2022-02-06 16:54:39,41.4645,-81.5087,30.94,64,0,8.01
568,Cisarua,ID,2022-02-06 16:54:40,-6.6527,106.471,66.99,94,100,5.14
569,Mareeba,AU,2022-02-06 16:54:40,-17.0,145.4333,70.45,93,21,2.17
570,La Palma,US,2022-02-06 16:54:41,33.8464,-118.0467,73.65,39,0,1.99
571,Nayoro,JP,2022-02-06 16:54:41,44.3506,142.4578,18.43,95,99,4.32
572,Marovoay,MG,2022-02-06 16:54:42,-16.1,46.6333,82.54,89,44,5.7
573,Tocopilla,CL,2022-02-06 16:54:42,-22.092,-70.1979,73.36,66,4,6.53
574,Khromtau,KZ,2022-02-06 16:54:43,50.2503,58.4347,17.35,94,100,12.48
575,Saint Anthony,US,2022-02-06 16:54:43,45.0205,-93.218,23.67,84,100,5.01
576,Allahganj,IN,2022-02-06 16:54:44,27.55,79.6833,54.01,68,0,1.97
577,Margate,GB,2022-02-06 16:54:44,51.3813,1.3862,51.51,79,74,33.58
578,Nouadhibou,MR,2022-02-06 16:54:45,20.931,-17.0347,71.58,73,5,13.8
579,Huasahuasi,PE,2022-02-06 16:54:46,-11.3167,-75.6167,42.28,90,100,5.03
580,Zonguldak,TR,2022-02-06 16:54:46,41.25,31.8333,32.05,91,42,4.05
581,Veseloyarsk,RU,2022-02-06 16:54:47,51.2836,81.1056,-7.38,93,5,3.31
582,Awjilah,LY,2022-02-06 16:54:47,29.1081,21.2869,62.92,26,4,3.22
583,Vichy,FR,2022-02-06 16:54:48,46.25,3.5833,47.3,79,100,12.21
584,College,US,2022-02-06 16:54:48,64.8569,-147.8028,-0.71,79,100,4.61
