City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,71,0,4.61,clear sky
346,Alice Springs,AU,-23.7,133.8833,96.22,43,90,1.01,overcast clouds
347,Ostrovnoy,RU,68.0531,39.5131,18.46,88,93,21.21,overcast clouds
348,Severo-Kurilsk,RU,50.6789,156.125,31.28,95,100,18.92,light snow
349,Ngunguru,NZ,-35.6167,174.5,76.15,93,39,9.48,scattered clouds
350,Exu,BR,-7.5119,-39.7242,70.21,70,81,2.48,broken clouds
351,Riihimaki,FI,60.7377,24.7773,27.05,94,7,4.76,clear sky
352,Baculin,PH,7.4525,126.5842,78.53,90,100,4.85,overcast clouds
353,Broome,US,42.2506,-75.833,21.58,90,0,4.61,clear sky
354,Florence,IT,43.7667,11.25,47.1,91,0,1.14,clear sky
355,Buri,BR,-23.7975,-48.5928,65.01,87,67,9.08,broken clouds
356,Avanigadda,IN,16.0215,80.9181,84.34,53,67,11.27,broken clouds
357,Karimnagar,IN,18.4333,79.15,83.01,50,48,13.0,scattered clouds
358,Chicama,PE,-7.8447,-79.1469,71.35,72,100,3.78,overcast clouds
359,Bagdarin,RU,54.4333,113.6,8.53,81,100,2.42,overcast clouds
360,San Angelo,US,31.4638,-100.437,45.32,48,0,4.61,clear sky
361,Kodiak,US,57.79,-152.4072,20.71,79,100,12.66,snow
362,Bilibino,RU,68.0546,166.4372,-27.89,80,25,1.5,scattered clouds
363,Yulara,AU,-25.2406,130.9889,91.24,29,75,9.22,broken clouds
364,Bhadravati,IN,13.8667,75.7167,85.39,32,100,7.45,overcast clouds
365,Maragogi,BR,-9.0122,-35.2225,77.32,81,23,3.44,few clouds
366,Lancut,PL,50.0687,22.2291,40.55,92,0,11.5,clear sky
367,Champerico,GT,14.3,-91.9167,78.35,78,71,3.18,broken clouds
368,Bowen,AU,-20.0167,148.2333,82.62,63,25,11.1,scattered clouds
369,Tibati,CM,6.4667,12.6333,62.91,25,63,3.22,broken clouds
370,Kudahuvadhoo,MV,2.6708,72.8944,82.65,67,100,13.44,overcast clouds
371,Mezen,RU,65.8522,44.24,17.53,94,100,10.42,overcast clouds
372,Sawtell,AU,-30.3833,153.1,84.52,58,21,11.5,few clouds
373,Nosy Varika,MG,-20.5833,48.5333,80.74,85,80,8.59,light rain
374,Newport,GB,51.5877,-2.9984,50.25,88,100,1.99,overcast clouds
375,Lewistown,US,40.5992,-77.5714,25.9,96,0,0.0,clear sky
376,Sukhobezvodnoye,RU,57.0491,44.8891,26.92,97,99,5.93,overcast clouds
377,Pisco,PE,-13.7,-76.2167,69.03,88,0,1.14,clear sky
378,Los Llanos De Aridane,ES,28.6585,-17.9182,66.13,26,0,8.01,clear sky
379,Vilyuysk,RU,63.7553,121.6247,-26.7,92,98,1.14,overcast clouds
380,Hobyo,SO,5.3505,48.5268,79.66,62,4,24.4,clear sky
381,Kungurtug,RU,50.5994,97.5228,6.4,85,100,2.15,overcast clouds
382,Dabhol,IN,17.6,73.1667,78.31,47,24,9.53,few clouds
383,Razole,IN,16.4833,81.8333,79.09,50,37,8.59,scattered clouds
384,Litovko,RU,49.2361,135.1742,4.33,91,98,2.66,overcast clouds
385,Mahanoro,MG,-19.9,48.8,82.54,78,64,7.18,light rain
386,Ornskoldsvik,SE,63.2909,18.7153,25.75,86,20,9.22,few clouds
387,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.53,83,40,5.59,scattered clouds
388,Mineiros,BR,-17.5694,-52.5511,67.51,97,99,2.86,overcast clouds
389,Salalah,OM,17.0151,54.0924,71.69,18,0,17.27,clear sky
390,Manono,CD,-7.3,27.4167,71.51,93,100,2.17,overcast clouds
391,The Valley,AI,18.217,-63.0578,76.86,73,9,19.84,clear sky
392,Boa Vista,BR,2.8197,-60.6733,80.58,69,0,8.05,clear sky
393,Dandong,CN,40.1292,124.3947,36.07,51,88,6.38,overcast clouds
394,Husavik,IS,66.0449,-17.3389,28.31,89,100,20.54,snow
395,Kandrian,PG,-6.2167,149.55,86.47,69,82,9.04,light rain
396,Carballo,ES,43.213,-8.691,49.91,71,0,4.97,clear sky
397,Coihaique,CL,-45.5752,-72.0662,57.15,47,0,10.36,clear sky
398,Velizh,RU,55.6056,31.1967,31.87,98,100,8.3,light snow
399,Ambon,ID,-3.6954,128.1814,89.74,62,40,12.66,scattered clouds
400,Saint-Paul,RE,-21.0096,55.2707,84.31,78,100,1.61,overcast clouds
401,Sistranda,NO,63.7256,8.834,35.91,72,100,37.09,light rain
402,Nouadhibou,MR,20.931,-17.0347,64.38,72,16,9.22,few clouds
403,Martapura,ID,-3.4167,114.85,78.89,94,40,5.75,scattered clouds
404,Sesheke,ZM,-17.4759,24.2968,71.89,77,82,6.42,broken clouds
405,Prince Rupert,CA,54.3161,-130.3201,44.69,87,100,33.38,light rain
406,Vallenar,CL,-28.5708,-70.7581,65.32,75,11,2.35,few clouds
407,Nianzishan,CN,47.5167,122.8833,26.69,51,15,3.89,few clouds
408,Korem,ET,12.5058,39.5228,55.63,68,70,5.39,broken clouds
409,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,78,100,5.88,overcast clouds
410,Beloha,MG,-25.1667,45.05,81.55,66,77,12.17,broken clouds
411,Dombarovskiy,RU,50.7587,59.5386,10.62,98,91,4.07,overcast clouds
412,Indramayu,ID,-6.3264,108.32,84.27,73,100,13.91,overcast clouds
413,Vondrozo,MG,-22.8167,47.2833,79.27,72,36,1.57,scattered clouds
414,Sierra Vista,US,31.5545,-110.3037,51.22,22,0,3.44,clear sky
415,Trenggalek,ID,-8.05,111.7167,87.96,63,94,1.36,overcast clouds
416,Guerrero Negro,MX,27.9769,-114.0611,63.39,48,68,1.32,broken clouds
417,Penalva,BR,-3.2942,-45.1736,72.73,99,25,2.39,scattered clouds
418,Saldanha,ZA,-33.0117,17.9442,55.45,90,11,5.5,few clouds
419,Shiyan,CN,32.6475,110.7781,53.4,38,58,2.04,broken clouds
420,Dasoguz,TM,41.8363,59.9666,32.11,86,75,13.8,broken clouds
421,Bambanglipuro,ID,-7.95,110.2833,85.26,64,96,7.72,overcast clouds
422,Fairbanks,US,64.8378,-147.7164,-1.91,74,100,5.75,light snow
423,Kempele,FI,64.9131,25.5034,23.02,93,0,6.91,clear sky
424,Santa Maria,BR,-29.6842,-53.8069,59.16,84,0,5.99,clear sky
425,Price,US,39.5994,-110.8107,38.46,35,0,12.66,clear sky
426,Plettenberg Bay,ZA,-34.0527,23.3716,70.18,66,19,5.77,few clouds
427,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,66.85,41,79,4.05,broken clouds
428,Suntar,RU,62.1444,117.6319,-11.79,87,100,3.24,overcast clouds
429,Korostyshiv,UA,50.3172,29.0563,35.06,91,99,15.1,overcast clouds
430,Harper,LR,4.375,-7.7169,77.86,88,40,7.25,light rain
431,Kozhva,RU,65.1073,57.0459,10.87,86,33,12.93,scattered clouds
432,Pekan,MY,3.4836,103.3996,80.71,80,97,7.54,moderate rain
433,San Ramon,US,37.7799,-121.978,61.23,64,0,4.61,clear sky
434,Lishui,CN,28.4604,119.9103,44.13,96,100,2.26,overcast clouds
435,Havre-Saint-Pierre,CA,50.2334,-63.5986,27.19,93,100,21.85,overcast clouds
436,Gat,IL,31.61,34.7642,59.4,100,3,7.63,clear sky
437,Bairiki,KI,1.3292,172.9752,86.0,84,20,10.36,light rain
438,Sobolevo,RU,54.4299,31.8996,28.71,98,99,6.96,light snow
439,Barcelos,PT,41.5388,-8.6151,50.14,67,0,5.06,clear sky
440,Aiken,US,33.5835,-81.5998,39.49,100,0,0.0,clear sky
441,Kununurra,AU,-15.7667,128.7333,93.18,55,100,10.36,overcast clouds
442,Grand Gaube,MU,-20.0064,57.6608,83.37,65,72,8.99,broken clouds
443,Isangel,VU,-19.55,169.2667,78.91,78,100,2.3,heavy intensity rain
444,Pemangkat,ID,1.1667,108.9667,82.72,76,91,9.4,overcast clouds
445,Buluang,PH,13.3068,123.3425,86.54,52,85,5.61,overcast clouds
446,Kutum,SD,14.2,24.6667,57.67,18,0,4.74,clear sky
447,Lunavada,IN,23.1333,73.6167,77.25,37,47,5.64,scattered clouds
448,Krasnoye,UA,49.9145,24.6134,36.75,91,75,13.71,broken clouds
449,Aksarka,RU,66.5606,67.7975,-3.03,97,100,14.0,overcast clouds
450,Tarko-Sale,RU,64.9225,77.785,-5.85,86,79,12.53,broken clouds
451,Maceio,BR,-9.6658,-35.7353,74.64,88,20,4.61,few clouds
452,Shenzhen,CN,22.5455,114.0683,66.07,84,91,2.77,overcast clouds
453,Collie,AU,-33.3667,116.15,86.14,19,1,4.79,clear sky
454,Pangkalanbuun,ID,-2.6833,111.6167,76.69,93,100,1.95,overcast clouds
455,Midland,US,31.9974,-102.0779,50.49,33,0,13.8,clear sky
456,Ginda,IN,30.6945,78.4932,40.17,49,100,4.27,overcast clouds
457,Bountiful,US,40.8894,-111.8808,40.32,59,0,0.0,clear sky
458,Tupiza,BO,-21.45,-65.7167,53.55,81,100,5.14,overcast clouds
459,Rocha,UY,-34.4833,-54.3333,57.11,87,0,1.48,clear sky
460,Noumea,NC,-22.2763,166.4572,84.0,99,99,13.38,overcast clouds
461,Yuzha,RU,56.5831,42.0122,23.99,94,99,6.44,overcast clouds
462,Black Diamond,US,47.3087,-122.0032,45.75,88,90,1.01,overcast clouds
463,Praia,CV,14.9215,-23.5087,66.74,77,0,8.05,clear sky
464,Kismayo,SO,-0.3582,42.5454,81.54,71,99,19.6,overcast clouds
465,Lazaro Cardenas,MX,17.9583,-102.2,71.83,84,1,3.56,clear sky
466,San Cristobal,VE,7.7669,-72.225,69.98,89,78,1.12,broken clouds
467,Pozo Colorado,PY,-23.4923,-58.7972,67.62,45,15,2.71,few clouds
468,Slave Lake,CA,55.2834,-114.769,39.18,60,100,14.97,overcast clouds
469,Dalvik,IS,65.9702,-18.5286,28.33,95,100,16.58,snow
470,Wattegama,LK,6.7989,81.4808,85.12,63,100,10.33,overcast clouds
471,Toora-Khem,RU,52.4675,96.11,5.76,84,100,3.13,overcast clouds
472,Orlik,RU,52.5178,99.825,0.93,87,100,4.07,overcast clouds
473,Mantua,IT,45.1667,10.7833,42.82,60,25,3.22,scattered clouds
474,Qinzhou,CN,21.95,108.6167,48.4,81,100,14.34,overcast clouds
475,Pangody,RU,65.85,74.4859,-2.36,92,75,14.85,broken clouds
476,Beira,MZ,-19.8436,34.8389,77.09,88,20,4.61,few clouds
477,Aksay,RU,47.26,39.87,39.42,80,100,8.99,overcast clouds
478,Lumsden,CA,50.6501,-104.8678,29.48,95,61,10.94,broken clouds
479,Hemsedal,NO,60.8629,8.5534,34.32,90,93,12.41,light snow
480,Acajutla,SV,13.5928,-89.8275,74.7,67,15,7.83,few clouds
481,Zhigansk,RU,66.7697,123.3711,-32.51,97,92,5.61,overcast clouds
482,Kautokeino,NO,69.0125,23.0412,7.0,98,99,9.86,overcast clouds
483,Sambava,MG,-14.2667,50.1667,82.36,71,24,2.13,few clouds
484,Lieksa,FI,63.3167,30.0167,27.01,95,100,8.32,overcast clouds
485,Pimenta Bueno,BR,-11.6725,-61.1936,72.0,98,97,0.92,very heavy rain
486,Cheremkhovo,RU,53.1561,103.0675,1.09,89,99,13.09,overcast clouds
487,Harer,ET,9.3094,42.1258,67.51,33,37,1.74,scattered clouds
488,Hachinohe,JP,40.5,141.5,34.83,52,79,10.0,broken clouds
489,Oksfjord,NO,70.2396,22.3479,27.52,81,92,10.51,overcast clouds
490,Omsukchan,RU,62.5333,155.8,-20.25,76,61,2.95,broken clouds
491,Rorvik,NO,64.8621,11.2373,35.71,93,75,21.85,broken clouds
492,Gannan,CN,47.9147,123.5031,21.69,73,30,2.82,scattered clouds
493,Lovozero,RU,68.005,35.0117,11.17,91,68,8.39,broken clouds
494,Skjervoy,NO,70.0311,20.9714,26.6,66,100,14.47,overcast clouds
495,Guaruja,BR,-23.9931,-46.2564,76.15,26,23,6.42,few clouds
496,Nome,US,64.5011,-165.4064,-0.33,71,100,13.8,light snow
497,Dali,CN,25.7,100.1833,56.21,27,31,8.79,scattered clouds
498,Samfya,ZM,-11.3649,29.5565,64.85,97,100,3.36,moderate rain
499,Storforshei,NO,66.4043,14.5233,32.67,92,75,2.3,light snow
500,Tokonou,GN,9.65,-9.7833,66.38,25,14,2.19,few clouds
501,Udachnyy,RU,66.4167,112.4,-8.55,76,95,2.93,overcast clouds
502,Joao Camara,BR,-5.5375,-35.8197,74.44,83,51,4.32,broken clouds
503,Ivdel,RU,60.6911,60.4206,1.87,95,98,3.24,overcast clouds
504,Umm Bab,QA,25.2142,50.8072,58.68,61,0,15.52,clear sky
505,Moranbah,AU,-22.0016,148.0466,89.8,30,45,5.37,scattered clouds
506,Lengshuitan,CN,26.4111,111.5956,42.62,75,92,4.56,overcast clouds
507,Kumluca,TR,36.3703,30.2869,46.67,67,86,3.4,overcast clouds
508,Oussouye,SN,12.485,-16.5469,66.29,62,1,4.05,clear sky
509,Tocopilla,CL,-22.092,-70.1979,67.86,73,2,4.03,clear sky
510,Srednekolymsk,RU,67.45,153.6833,-39.21,98,57,4.45,broken clouds
511,Nurota,UZ,40.5614,65.6886,41.09,44,41,8.5,scattered clouds
512,Marystown,CA,47.1666,-55.1483,37.85,100,100,13.0,overcast clouds
513,Seoul,KR,37.5683,126.9778,47.71,25,0,4.61,clear sky
514,Klaksvik,FO,62.2266,-6.589,36.52,75,86,43.71,overcast clouds
515,Aksum,ET,14.1245,38.7244,64.56,48,32,3.53,scattered clouds
516,Quesnel,CA,52.9999,-122.5029,39.7,87,100,8.05,overcast clouds
517,Olga,RU,43.7444,135.2892,31.59,42,6,3.83,clear sky
518,Porosozero,RU,62.7191,32.727,23.05,96,100,8.05,snow
519,Lincoln,US,40.8,-96.667,43.34,36,0,9.22,clear sky
520,Mayo,US,38.8876,-76.5119,33.24,75,0,1.99,mist
521,Lo Arado,MX,19.6167,-104.5833,60.66,54,0,3.76,clear sky
522,Mokhsogollokh,RU,61.4681,128.9203,-13.2,92,96,0.98,overcast clouds
523,Kapoeta,SS,4.7717,33.5903,86.05,27,24,19.62,few clouds
524,Wellington,NZ,-41.2866,174.7756,76.77,82,100,11.5,overcast clouds
525,Penzance,GB,50.1186,-5.5371,49.21,83,100,16.13,overcast clouds
526,Camana,PE,-16.6228,-72.7111,69.39,80,95,3.94,overcast clouds
527,Lasa,IT,46.6166,10.7002,31.37,34,8,4.07,clear sky
528,La Rioja,ES,42.25,-2.5,33.12,58,2,5.28,clear sky
529,Chenghai,CN,23.4632,116.768,64.31,63,75,4.47,broken clouds
530,Strezhevoy,RU,60.7333,77.5889,-9.02,94,15,7.0,few clouds
531,Nador,MA,35.174,-2.9287,57.45,77,75,6.91,broken clouds
532,Kelvington,CA,52.1667,-103.5343,26.26,96,89,11.27,overcast clouds
533,Vaxjo,SE,56.8777,14.8091,37.8,96,75,9.22,broken clouds
534,Dawei,MM,14.0833,98.2,91.8,37,49,10.87,scattered clouds
535,Hamilton,US,39.1834,-84.5333,42.31,67,0,11.5,clear sky
536,Padang,ID,-0.9492,100.3543,87.85,58,93,4.68,overcast clouds
537,Kez,RU,57.8979,53.7152,13.57,94,100,8.7,light snow
538,Pedernales,DO,18.0384,-71.744,75.83,76,11,4.25,few clouds
539,Khromtau,KZ,50.2503,58.4347,10.49,96,91,5.28,overcast clouds
540,Pangnirtung,CA,66.1451,-65.7125,-8.19,97,100,4.23,overcast clouds
541,Tokur,RU,53.1333,132.9,4.08,78,50,0.94,scattered clouds
542,La Plata,AR,-34.9215,-57.9545,68.99,74,25,7.14,scattered clouds
543,Mae Sai,TH,20.4335,99.8762,82.89,29,8,3.33,clear sky
544,Candolim,IN,15.5181,73.7626,77.0,61,20,5.75,few clouds
545,San Pedro,PH,14.35,121.0167,90.63,56,40,10.36,scattered clouds
546,Chapais,CA,49.7834,-74.8492,17.38,99,100,2.86,overcast clouds
547,Bereda,ES,43.2686,-7.5406,40.87,84,0,1.81,clear sky
548,Leshukonskoye,RU,64.8989,45.7622,15.08,94,99,9.31,overcast clouds
549,Guarapari,BR,-20.6667,-40.4975,76.89,96,100,11.27,moderate rain
550,Isoka,ZM,-10.1606,32.6335,66.29,92,100,3.4,light rain
551,Yerbogachen,RU,61.2767,108.0108,-10.37,93,100,3.91,overcast clouds
552,Jesup,US,31.6074,-81.8854,41.68,93,0,0.0,mist
553,Mollendo,PE,-17.0231,-72.0147,68.23,82,85,2.08,overcast clouds
554,Vila,PT,42.0304,-8.1588,38.28,66,0,3.98,clear sky
555,Okha,RU,53.5739,142.9478,19.78,93,100,12.28,light snow
556,Pismo Beach,US,35.1428,-120.6413,62.64,48,44,10.0,scattered clouds
557,Amapa,BR,1.0,-52.0,70.43,100,95,2.3,overcast clouds
558,Cairns,AU,-16.9167,145.7667,89.11,58,100,11.5,overcast clouds
559,Wad Rawah,SD,15.1603,33.1397,73.31,30,9,12.84,clear sky
560,Verkhnevilyuysk,RU,63.4453,120.3167,-21.57,91,99,0.81,overcast clouds
561,Mhango,TZ,-3.2833,32.85,69.84,77,66,5.1,broken clouds
562,Gulu,UG,2.7746,32.299,78.71,27,69,5.23,broken clouds
563,Tilichiki,RU,60.4667,166.1,-15.97,88,4,8.14,clear sky
564,Tahoua,NE,14.8888,5.2692,66.18,7,0,12.66,clear sky
565,Touros,BR,-5.1989,-35.4608,76.1,72,50,8.34,scattered clouds
566,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,69,75,4.47,broken clouds
567,Oktyabrskoye,RU,43.0645,44.7417,28.54,93,40,2.24,scattered clouds
568,Sai Buri,TH,6.7013,101.6168,83.91,66,78,12.71,broken clouds
569,Canby,US,45.2629,-122.6926,47.43,90,93,3.0,overcast clouds
570,Talcahuano,CL,-36.7167,-73.1167,58.68,72,0,13.8,clear sky
571,Acarau,BR,-2.8856,-40.12,78.12,82,33,7.14,scattered clouds
572,Fort Nelson,CA,58.8053,-122.7002,4.59,85,75,5.75,broken clouds
573,Krasnoselkup,RU,65.7,82.4667,-8.61,87,57,11.48,broken clouds
574,Tamiahua,MX,21.2667,-97.45,54.1,75,0,4.12,clear sky
575,Ambilobe,MG,-13.2,49.05,78.03,88,93,3.89,moderate rain
576,Coxim,BR,-18.5067,-54.76,69.75,70,90,3.65,overcast clouds
577,Pioner,RU,55.3166,85.9508,4.44,65,0,13.42,clear sky
578,Zemio,CF,5.0314,25.1361,73.98,21,34,3.62,scattered clouds
579,Palora,EC,-1.7,-77.9333,63.97,94,97,1.28,overcast clouds
580,Svetlogorsk,BY,52.6333,29.7333,34.97,89,100,13.6,overcast clouds
581,Ajdabiya,LY,30.7554,20.2263,52.2,58,33,11.43,scattered clouds
582,Kasongo-Lunda,CD,-6.4667,16.8167,70.23,94,97,0.76,overcast clouds
583,Sangar,RU,63.9242,127.4739,-21.48,96,100,2.28,overcast clouds
584,Kiama,AU,-34.6833,150.8667,90.0,54,19,5.99,few clouds
585,Haines Junction,CA,60.7522,-137.5108,17.42,98,41,2.75,scattered clouds
586,Ketchikan,US,55.3422,-131.6461,44.58,98,100,6.58,light rain
587,Tiznit,MA,29.5833,-9.5,58.32,30,4,9.33,clear sky
588,Kargil,IN,34.5667,76.1,5.59,81,100,0.83,overcast clouds
589,Waingapu,ID,-9.6567,120.2641,85.1,70,99,2.71,overcast clouds
590,Zamora,EC,-4.0692,-78.9567,64.54,99,93,2.1,overcast clouds
591,Micheweni,TZ,-4.9667,39.8333,81.23,73,78,14.09,broken clouds
592,Vrangel,RU,42.7297,133.0839,30.09,52,6,8.32,clear sky
593,Denpasar,ID,-8.65,115.2167,82.06,83,75,4.61,broken clouds
594,Lake Cowichan,CA,48.825,-124.0546,42.98,98,100,2.3,overcast clouds
595,Awbari,LY,26.5921,12.7805,45.45,81,0,8.14,clear sky
596,Imeni Morozova,RU,59.9757,31.0376,33.85,97,100,5.08,overcast clouds
597,Alyangula,AU,-13.8483,136.4192,85.87,84,75,5.75,broken clouds
598,Brainerd,US,46.358,-94.2008,35.89,80,100,13.8,overcast clouds
599,Muisne,EC,0.6,-80.0333,75.09,89,98,2.48,light rain
600,Manzhouli,CN,49.6,117.4333,9.05,84,95,7.25,overcast clouds
601,Antofagasta,CL,-23.65,-70.4,63.68,80,21,4.56,few clouds
602,Nevelsk,RU,46.6733,141.8633,23.43,69,100,14.81,overcast clouds
603,Hambantota,LK,6.1241,81.1185,86.34,66,40,10.36,scattered clouds
604,Bakel,SN,14.905,-12.4568,69.15,11,0,9.57,clear sky
605,Inhambane,MZ,-23.865,35.3833,76.98,88,20,4.61,few clouds
606,Oxelosund,SE,58.6706,17.1015,37.33,87,0,13.8,clear sky
607,Pointe Michel,DM,15.25,-61.3833,76.98,73,43,12.01,scattered clouds
608,Muroto,JP,33.2833,134.15,53.64,57,8,7.76,clear sky
609,Avera,US,33.194,-82.5271,36.72,68,4,3.51,clear sky
610,Qaqortoq,GL,60.7167,-46.0333,-4.36,72,16,9.89,few clouds
611,Shawville,CA,45.6001,-76.4827,18.25,99,59,2.28,broken clouds
612,Terrace,CA,54.5163,-128.6035,39.11,93,100,11.5,light rain
613,Andenes,NO,69.3143,16.1194,33.78,80,75,24.16,broken clouds
614,Muhos,FI,64.808,25.9931,22.78,95,62,6.8,broken clouds
615,Cananeia,BR,-25.0147,-47.9267,71.55,86,91,4.0,overcast clouds
616,Kalabo,ZM,-14.97,22.6814,68.23,92,100,5.91,overcast clouds
617,Mount Gambier,AU,-37.8333,140.7667,75.11,41,40,18.41,scattered clouds
618,Okoneshnikovo,RU,54.8377,75.0834,1.18,95,63,8.81,broken clouds
619,Axim,GH,4.8699,-2.2405,76.89,92,74,4.18,broken clouds
620,Paso De Los Toros,UY,-32.8167,-56.5167,61.23,75,0,8.99,clear sky
621,Altay,CN,47.8667,88.1167,14.02,76,100,2.37,overcast clouds
622,Daru,PG,-9.0763,143.2092,84.18,76,83,5.88,broken clouds
623,Visnes,NO,59.3556,5.2242,42.85,81,20,26.46,few clouds
624,Tweed,CA,44.4751,-77.3162,25.34,88,30,1.5,scattered clouds
625,Roebourne,AU,-20.7833,117.1333,91.11,55,12,13.35,few clouds
626,Dawlatabad,AF,36.4141,64.9053,48.31,44,27,6.98,scattered clouds
627,Long Beach,US,33.767,-118.1892,73.24,35,100,3.47,overcast clouds
628,Maloyaroslavets,RU,55.0146,36.4719,26.69,99,100,4.7,overcast clouds
629,Turinsk,RU,58.0458,63.696,13.21,93,94,8.48,overcast clouds
630,Usak,TR,38.5,29.4167,32.4,81,100,17.38,overcast clouds
631,Te Anau,NZ,-45.4167,167.7167,63.99,97,100,0.94,light rain
632,Turayf,SA,31.6725,38.6637,43.05,61,0,9.22,clear sky
633,Henties Bay,NA,-22.116,14.2845,67.86,90,60,6.29,broken clouds
634,Casa Grande,US,32.8795,-111.7573,61.18,27,1,4.05,clear sky
635,Kharp,RU,66.8014,65.8081,-7.85,99,100,5.1,overcast clouds
636,Taltal,CL,-25.4,-70.4833,64.58,84,4,1.21,clear sky
637,Sarai Mir,IN,26.0167,82.9167,64.38,51,4,9.6,clear sky
638,Zherdevka,RU,51.8486,41.4606,31.75,100,100,2.82,snow
639,Mustasaari,FI,63.1142,21.6822,26.89,86,0,8.05,clear sky
640,Ingham,US,42.6,-84.3833,33.75,74,0,5.75,clear sky
641,Zhezkazgan,KZ,47.8043,67.7144,22.98,93,100,8.95,overcast clouds
642,Kamenka,RU,51.3223,42.7678,32.76,99,100,11.72,snow
643,Vanimo,PG,-2.6741,141.3028,84.92,69,30,5.35,scattered clouds
644,Shambu,ET,9.5667,37.1,59.32,55,96,1.97,overcast clouds
645,Nova Odesa,UA,47.3078,31.7851,28.8,84,98,10.67,overcast clouds
646,Copiapo,CL,-27.3667,-70.3333,63.88,78,0,1.77,clear sky
647,Wanning,CN,18.8003,110.3967,75.6,82,55,10.87,broken clouds
648,Timbiqui,CO,2.7717,-77.6654,71.89,95,83,3.33,broken clouds
649,Kendari,ID,-3.945,122.4989,84.07,72,100,4.12,overcast clouds
650,Nyurba,RU,63.2842,118.3319,-14.85,91,100,2.46,overcast clouds
651,Garowe,SO,8.4054,48.4845,71.38,60,4,16.55,clear sky
652,Meadow Lake,US,34.8014,-106.5436,41.32,49,32,5.26,scattered clouds
653,Elista,RU,46.3078,44.2558,36.12,100,75,18.01,light rain
654,Emba,KZ,48.8264,58.1442,13.87,96,95,1.86,overcast clouds
655,Ulaangom,MN,49.9811,92.0667,-12.73,93,89,4.21,overcast clouds
656,Pella,RU,59.7775,30.8181,33.87,96,100,6.26,overcast clouds
657,Mitu,CO,1.1983,-70.1733,70.34,99,98,0.58,very heavy rain
658,Port Keats,AU,-14.25,129.55,87.84,69,43,9.75,scattered clouds
659,Flin Flon,CA,54.7682,-101.865,5.49,91,100,9.35,overcast clouds
660,Puro,PH,12.4841,123.3827,83.34,63,84,14.92,broken clouds
661,Nueva Helvecia,UY,-34.3,-57.2333,61.59,90,2,7.49,clear sky
662,Kangaatsiaq,GL,68.3065,-53.4641,-3.69,71,100,18.9,overcast clouds
663,Abu Kamal,SY,34.4506,40.9171,56.98,34,78,9.98,broken clouds
664,Agnibilekrou,CI,7.1344,-3.2047,66.56,96,20,1.28,few clouds
665,Zabol,AF,32.25,67.25,38.62,46,0,10.65,clear sky
666,Ugoofaaru,MV,5.6667,73.0,81.05,71,98,13.13,overcast clouds
667,Ostersund,SE,63.1792,14.6357,28.85,64,0,10.36,clear sky
668,Anzio,IT,41.4853,12.6179,45.45,41,0,6.85,clear sky
669,Tual,ID,-5.6667,132.75,83.07,75,92,9.48,light rain
670,Tamandare,BR,-8.7597,-35.1047,77.31,81,22,2.33,few clouds
671,Cachoeira,BR,-12.6183,-38.9558,72.34,96,32,1.14,scattered clouds
672,Nanyamba,TZ,-10.6833,39.8333,76.68,89,99,7.87,overcast clouds
673,White Rock,CA,49.0164,-122.8026,45.64,97,100,2.3,overcast clouds
674,Taseyevo,RU,57.2169,94.8978,-3.77,83,29,3.2,scattered clouds
675,Alindao,CF,5.0267,21.2088,72.34,28,62,4.59,broken clouds
676,Black River,JM,18.0264,-77.8487,73.4,88,12,3.96,few clouds
677,Kande,TG,9.9578,1.0447,69.35,20,28,2.55,scattered clouds
678,Payo,ID,-3.7508,103.6372,82.06,71,98,2.24,overcast clouds
679,Cockburn Town,TC,21.4612,-71.1419,77.2,78,1,20.78,clear sky
680,Bako,ET,5.7833,36.5667,77.79,31,70,1.23,broken clouds
681,Camacari,BR,-12.6975,-38.3242,80.37,90,8,2.64,clear sky
682,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.23,98,98,0.87,overcast clouds
683,Riviere-Du-Loup,CA,47.8304,-69.5342,25.68,93,100,10.36,light snow
684,Huruta,ET,8.15,39.35,64.38,44,70,7.14,broken clouds
685,Saint-Denis,FR,48.9167,2.3333,41.68,94,41,2.3,mist
686,Lethem,GY,3.3803,-59.7968,77.16,72,99,9.22,overcast clouds
687,Namwala,ZM,-15.7504,26.4384,66.94,96,100,1.5,overcast clouds
688,Ryazanovskiy,RU,55.55,39.4333,22.91,92,100,3.71,snow
689,Nara,JP,34.6851,135.8049,51.96,32,40,7.09,scattered clouds
690,Lakkion,GR,37.1333,26.85,44.1,68,92,37.42,overcast clouds
691,Lianran,CN,24.9227,102.485,63.23,24,3,14.32,clear sky
692,Billings,US,45.7833,-108.5007,45.93,43,98,3.0,overcast clouds
693,Chabahar,IR,25.2919,60.643,72.55,33,0,14.5,clear sky
694,Okhotsk,RU,59.3833,143.3,13.46,82,100,7.43,overcast clouds
695,Lorengau,PG,-2.0226,147.2712,84.33,72,90,6.8,light rain
